observationID,deploymentID,sequenceID,mediaID,timestamp,observationType,cameraSetup,taxonID,scientificName,count,countNew,lifeStage,sex,behaviour,individualID,classificationMethod,classifiedBy,classificationTimestamp,classificationConfidence,comments,_id,speed,distance,angle
53af0a92-b449-4358-a2dc-5c90a80d5085,b2d9f9bc-4cf4-4800-ab26-b78ffb211af4,8ecc9902-fb44-4b57-9c87-a9b22789e61d,,2017-10-22T04:14:28+01:00,animal,False,5BSG3,Vulpes vulpes,1,,,,,,human,Marcus Rowcliffe,2022-10-19T08:31:16Z,,Not enough positions,,,,
58111d21-82aa-4d74-92e5-bc53ea8f1213,b2d9f9bc-4cf4-4800-ab26-b78ffb211af4,ef829d4a-6e89-4f24-883e-e11f1a5e9106,,2017-10-22T23:29:05+01:00,animal,False,5BSG3,Vulpes vulpes,1,,,,,,human,Marcus Rowcliffe,2022-10-19T08:31:23Z,,Not enough positions,,,,
b36fc064-562a-4859-bc1f-dee84dd684b6,b2d9f9bc-4cf4-4800-ab26-b78ffb211af4,6d660b75-8987-476c-9252-733d5e50ba66,,2017-10-23T05:38:02+01:00,animal,False,5BSG3,Vulpes vulpes,1,,,,,,human,Marcus Rowcliffe,2022-10-19T08:31:41Z,,Not enough positions,,,,
777e5148-650d-45d1-a55a-9010e02b1318,b2d9f9bc-4cf4-4800-ab26-b78ffb211af4,6d660b75-8987-476c-9252-733d5e50ba66,,2017-10-23T05:38:02+01:00,animal,False,5BSG3,Vulpes vulpes,1,,,,,,human,Marcus Rowcliffe,2022-10-21T11:22:06Z,,,,,,
d1e47dfc-1900-40e2-8551-d18cbf93f4c7,b2d9f9bc-4cf4-4800-ab26-b78ffb211af4,edeacfd7-8348-4650-bb50-7dd8bb55c306,,2017-10-25T01:50:57+01:00,animal,False,5BSG3,Vulpes vulpes,1,,,,,,human,Marcus Rowcliffe,2022-10-19T08:31:50Z,,Not enough positions,,,,
53ff7c6d-ecfa-4fbc-ab9e-ca3529e1cd27,d02bdac6-6b43-462c-a19b-a6998d7b9d8d,8e782e25-9164-4758-a88b-bf2c3739040e,,2017-10-12T12:09:35+01:00,unclassified,False,,,1,,,,,,human,Marcus Rowcliffe,2022-10-19T08:14:57Z,,,,,,
ece69b2a-99bc-4d80-9af7-cf98cc3220fa,d02bdac6-6b43-462c-a19b-a6998d7b9d8d,14358cb7-630c-42cf-9880-45496ce21139,,2017-10-19T06:23:11+01:00,animal,False,3B2C2,Erinaceus europaeus,1,,,,,,human,Marcus Rowcliffe,2022-10-19T08:32:11Z,,,,0.4109262416,0.4109262416,-0.0368289803
08b15588-a8f4-4223-a050-52e506783888,eafa473d-c736-4fcd-a577-1a6c0c1fb71c,1a29c7b6-7926-4b06-880c-cfb0499efa04,,2017-10-02T19:06:43+01:00,animal,False,5BSG3,Vulpes vulpes,1,,,,,,human,Marcus Rowcliffe,2022-10-19T08:26:49Z,,,,1.1535269821,3.4605809462,0.5414954039000001
e39abc57-334c-474c-997b-7a56cbfe938f,eafa473d-c736-4fcd-a577-1a6c0c1fb71c,1a29c7b6-7926-4b06-880c-cfb0499efa04,,2017-10-02T19:06:43+01:00,animal,False,5BSG3,Vulpes vulpes,1,,,,,,human,Marcus Rowcliffe,2022-10-19T08:26:33Z,,,,0.129022731,1.0321818481,0.006928224
244a1be0-3130-478b-9f19-4167b21b71f8,eafa473d-c736-4fcd-a577-1a6c0c1fb71c,6099ca35-679d-401b-ad84-19a31414cf85,,2017-10-03T06:17:04+01:00,unclassified,False,,,1,,,,,,human,Marcus Rowcliffe,2022-10-18T12:39:42Z,,,,,,
b0f732d4-670d-4366-a2ce-09cac88501b1,eafa473d-c736-4fcd-a577-1a6c0c1fb71c,6c2ff472-681b-40f7-9636-e88affab722f,,2017-10-12T20:11:44+01:00,animal,False,5BSG3,Vulpes vulpes,1,,,,,,human,Yorick Liefting,2022-10-21T10:49:49Z,,,,,,
d2edcf92-cdcb-41ac-81ea-2c72d26d7e2e,f4895aad-f13e-489c-9902-ab056d484bc5,719de293-ade4-40d0-86ba-b49bba987e42,,2022-11-04T13:58:22+01:00,unclassified,False,,,1,,,,,,human,Lynn Pallemaerts,2022-11-09T14:25:56Z,,,,,,
fafb9eba-a8b4-443c-8910-4acce75b3f5f,f99f5672-4bec-497c-a24a-c5ad97269b89,138cb7ed-709f-48a4-bee7-e6c8bfc8bae5,,2017-10-24T06:10:55+01:00,unclassified,False,,,1,,,,,,human,Marcus Rowcliffe,2022-10-18T15:40:00Z,,,,,,
74c7862a-aa79-4c1f-b10d-dfb2d653c910,f99f5672-4bec-497c-a24a-c5ad97269b89,2079e021-50c5-4e04-9a61-4a6aa7d6cc59,,2017-10-26T20:11:30+01:00,animal,False,5BSG3,Vulpes vulpes,1,,,,,,human,Marcus Rowcliffe,2022-10-19T08:29:06Z,,,,0.4929001585,0.985800317,-0.3325547531
b131ebb8-9ad8-4554-a513-5e8f693fbf69,f99f5672-4bec-497c-a24a-c5ad97269b89,aeeb9dac-6fc2-44ea-9b59-1bcb0ce1de7e,,2017-10-28T19:17:38+01:00,animal,False,5BSG3,Vulpes vulpes,1,,,,,,human,Marcus Rowcliffe,2022-10-19T08:29:20Z,,,,,2.8676935279,0.0886083388
