mediaID,deploymentID,sequenceID,captureMethod,timestamp,filePath,fileName,fileMediatype,exifData,favourite,comments,_id
7e27b522-c032-4e37-903d-383053812a6f,159bd540-f5cf-4c15-829b-cb07a224e2fd,e03ffd1e-93c5-4b10-b51c-3d1f95404915,motion detection,2022-11-04T14:15:46+01:00,https://multimedia.agouti.eu/assets/7e27b522-c032-4e37-903d-383053812a6f/file,20221109141030-IMG_0004.JPG,image/jpeg,,,,
95382b20-d2d6-42c5-a061-28236caea4b7,159bd540-f5cf-4c15-829b-cb07a224e2fd,e03ffd1e-93c5-4b10-b51c-3d1f95404915,motion detection,2022-11-04T14:16:12+01:00,https://multimedia.agouti.eu/assets/95382b20-d2d6-42c5-a061-28236caea4b7/file,20221109141031-IMG_0023.JPG,image/jpeg,,,,
b263008f-dad3-4f1b-8aee-119a0afe045c,159bd540-f5cf-4c15-829b-cb07a224e2fd,e03ffd1e-93c5-4b10-b51c-3d1f95404915,motion detection,2022-11-04T14:16:33+01:00,https://multimedia.agouti.eu/assets/b263008f-dad3-4f1b-8aee-119a0afe045c/file,20221109141031-IMG_0050.JPG,image/jpeg,,,,
03bd50c5-c540-4f0e-abaf-08e9da2ec1bf,159bd540-f5cf-4c15-829b-cb07a224e2fd,e03ffd1e-93c5-4b10-b51c-3d1f95404915,motion detection,2022-11-04T14:17:20+01:00,https://multimedia.agouti.eu/assets/03bd50c5-c540-4f0e-abaf-08e9da2ec1bf/file,20221109141030-IMG_0077.JPG,image/jpeg,,,,
32adce18-cb36-416f-80a1-b46eeb4b643b,159bd540-f5cf-4c15-829b-cb07a224e2fd,e03ffd1e-93c5-4b10-b51c-3d1f95404915,motion detection,2022-11-04T14:17:48+01:00,https://multimedia.agouti.eu/assets/32adce18-cb36-416f-80a1-b46eeb4b643b/file,20221109141030-IMG_0092.JPG,image/jpeg,,,,
b52828b6-fb43-4097-b356-da3b01357ffb,159bd540-f5cf-4c15-829b-cb07a224e2fd,e03ffd1e-93c5-4b10-b51c-3d1f95404915,motion detection,2022-11-04T14:18:10+01:00,https://multimedia.agouti.eu/assets/b52828b6-fb43-4097-b356-da3b01357ffb/file,20221109141031-IMG_0120.JPG,image/jpeg,,,,
dd1ad201-05bb-4309-83b0-9b548c903a3a,159bd540-f5cf-4c15-829b-cb07a224e2fd,e03ffd1e-93c5-4b10-b51c-3d1f95404915,motion detection,2022-11-04T14:19:06+01:00,https://multimedia.agouti.eu/assets/dd1ad201-05bb-4309-83b0-9b548c903a3a/file,20221109141031-IMG_0150.JPG,image/jpeg,,,,
91766bc6-9218-400e-b6c0-79965a42b21a,159bd540-f5cf-4c15-829b-cb07a224e2fd,e03ffd1e-93c5-4b10-b51c-3d1f95404915,motion detection,2022-11-04T14:19:34+01:00,https://multimedia.agouti.eu/assets/91766bc6-9218-400e-b6c0-79965a42b21a/file,20221109141031-IMG_0177.JPG,image/jpeg,,,,
8d87fdde-2047-48f0-8c60-7d2ceda3e513,159bd540-f5cf-4c15-829b-cb07a224e2fd,e03ffd1e-93c5-4b10-b51c-3d1f95404915,motion detection,2022-11-04T14:19:59+01:00,https://multimedia.agouti.eu/assets/8d87fdde-2047-48f0-8c60-7d2ceda3e513/file,20221109141031-IMG_0207.JPG,image/jpeg,,,,
1b7c426b-0a13-4cda-a3b3-75d80cd75362,627fb1cc-d548-413f-a732-066ebdfcce05,c8a7cc46-d4a8-44c5-901e-288564b45512,motion detection,2022-06-21T14:03:06+01:00,https://multimedia.agouti.eu/assets/1b7c426b-0a13-4cda-a3b3-75d80cd75362/file,20220907095223-IMAG0012.JPG,image/jpeg,,,,
d48eb877-d4b3-4e28-9f5a-fbe73c33a797,627fb1cc-d548-413f-a732-066ebdfcce05,c8a7cc46-d4a8-44c5-901e-288564b45512,motion detection,2022-06-21T14:03:49+01:00,https://multimedia.agouti.eu/assets/d48eb877-d4b3-4e28-9f5a-fbe73c33a797/file,20220907095223-IMAG0016.JPG,image/jpeg,,,,
ab8d7b37-63cd-4f7f-9aa3-124c4d025968,627fb1cc-d548-413f-a732-066ebdfcce05,c8a7cc46-d4a8-44c5-901e-288564b45512,motion detection,2022-06-21T14:04:47+01:00,https://multimedia.agouti.eu/assets/ab8d7b37-63cd-4f7f-9aa3-124c4d025968/file,20220907095223-IMAG0021.JPG,image/jpeg,,,,
c4e2f3fd-1263-4525-b14d-2fcc1d742f9e,627fb1cc-d548-413f-a732-066ebdfcce05,c8a7cc46-d4a8-44c5-901e-288564b45512,motion detection,2022-06-21T14:04:54+01:00,https://multimedia.agouti.eu/assets/c4e2f3fd-1263-4525-b14d-2fcc1d742f9e/file,20220907095223-IMAG0022.JPG,image/jpeg,,,,
90d13021-fa16-4c46-bd53-454cbb3158ae,627fb1cc-d548-413f-a732-066ebdfcce05,c8a7cc46-d4a8-44c5-901e-288564b45512,motion detection,2022-06-21T14:05:00+01:00,https://multimedia.agouti.eu/assets/90d13021-fa16-4c46-bd53-454cbb3158ae/file,20220907095223-IMAG0023.JPG,image/jpeg,,,,
6f08ff8d-bc94-4e26-8d34-6959489a516a,627fb1cc-d548-413f-a732-066ebdfcce05,c8a7cc46-d4a8-44c5-901e-288564b45512,motion detection,2022-06-21T14:05:16+01:00,https://multimedia.agouti.eu/assets/6f08ff8d-bc94-4e26-8d34-6959489a516a/file,20220907095223-IMAG0024.JPG,image/jpeg,,,,
ff07b345-5b6c-4d41-a987-fd8ee1d2b0c4,627fb1cc-d548-413f-a732-066ebdfcce05,c8a7cc46-d4a8-44c5-901e-288564b45512,motion detection,2022-06-21T14:05:22+01:00,https://multimedia.agouti.eu/assets/ff07b345-5b6c-4d41-a987-fd8ee1d2b0c4/file,20220907095223-IMAG0025.JPG,image/jpeg,,,,
ac448894-996e-4742-a2a7-452f58d80d62,627fb1cc-d548-413f-a732-066ebdfcce05,c8a7cc46-d4a8-44c5-901e-288564b45512,motion detection,2022-06-21T14:05:29+01:00,https://multimedia.agouti.eu/assets/ac448894-996e-4742-a2a7-452f58d80d62/file,20220907095223-IMAG0026.JPG,image/jpeg,,,,
19eb7de7-700c-4b4e-aedc-1a45042fdc4d,627fb1cc-d548-413f-a732-066ebdfcce05,c8a7cc46-d4a8-44c5-901e-288564b45512,motion detection,2022-06-21T14:06:07+01:00,https://multimedia.agouti.eu/assets/19eb7de7-700c-4b4e-aedc-1a45042fdc4d/file,20220907095223-IMAG0027.JPG,image/jpeg,,,,
